condition_family,condition,icd_10_cm_code,icd_10_cm_description,condition_column_name
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J471,Bronchiectasis with (acute) exacerbation,CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J479,"Bronchiectasis, uncomplicated",CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J982,Interstitial emphysema,CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J983,Compensatory emphysema,CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE
Pulmonary Disease,Cystic Fibrosis,E840,Cystic fibrosis with pulmonary manifestations,CYSTIC_FIBROSIS
Pulmonary Disease,Cystic Fibrosis,E8411,Meconium ileus in cystic fibrosis,CYSTIC_FIBROSIS
Pulmonary Disease,Cystic Fibrosis,E8419,Cystic fibrosis with other intestinal manifestations,CYSTIC_FIBROSIS
Pulmonary Disease,Cystic Fibrosis,E848,Cystic fibrosis with other manifestations,CYSTIC_FIBROSIS
Pulmonary Disease,Cystic Fibrosis,E849,"Cystic fibrosis, unspecified",CYSTIC_FIBROSIS
Substance Use,Alcohol,F1010,"Alcohol abuse, uncomplicated",ALCOHOL
Substance Use,Alcohol,F10120,"Alcohol abuse with intoxication, uncomplicated",ALCOHOL
Substance Use,Alcohol,F10121,Alcohol abuse with intoxication delirium,ALCOHOL
Substance Use,Alcohol,F10129,"Alcohol abuse with intoxication, unspecified",ALCOHOL
Substance Use,Alcohol,F10130,"Alcohol abuse with withdrawal, uncomplicated",ALCOHOL
Substance Use,Alcohol,F10131,Alcohol abuse with withdrawal delirium,ALCOHOL
Substance Use,Alcohol,F10132,Alcohol abuse with withdrawal with perceptual disturbance,ALCOHOL
Substance Use,Alcohol,F10139,"Alcohol abuse with withdrawal, unspecified",ALCOHOL
Substance Use,Alcohol,F1014,Alcohol abuse with alcohol-induced mood disorder,ALCOHOL
Substance Use,Alcohol,F10150,Alcohol abuse with alcohol-induced psychotic disorder with delusions,ALCOHOL
Substance Use,Alcohol,F10151,Alcohol abuse with alcohol-induced psychotic disorder with hallucinations,ALCOHOL
Substance Use,Alcohol,F10159,"Alcohol abuse with alcohol-induced psychotic disorder, unspecified",ALCOHOL
Substance Use,Alcohol,F10180,Alcohol abuse with alcohol-induced anxiety disorder,ALCOHOL
Substance Use,Alcohol,F10181,Alcohol abuse with alcohol-induced sexual dysfunction,ALCOHOL
Substance Use,Alcohol,F10182,Alcohol abuse with alcohol-induced sleep disorder,ALCOHOL
Substance Use,Alcohol,F10188,Alcohol abuse with other alcohol-induced disorder,ALCOHOL
Substance Use,Alcohol,F1019,Alcohol abuse with unspecified alcohol-induced disorder,ALCOHOL
Substance Use,Alcohol,F1020,"Alcohol dependence, uncomplicated",ALCOHOL
Substance Use,Alcohol,F10220,"Alcohol dependence with intoxication, uncomplicated",ALCOHOL
Substance Use,Alcohol,F10221,Alcohol dependence with intoxication delirium,ALCOHOL
Substance Use,Alcohol,F10229,"Alcohol dependence with intoxication, unspecified",ALCOHOL
Substance Use,Alcohol,F10230,"Alcohol dependence with withdrawal, uncomplicated",ALCOHOL
Substance Use,Alcohol,F10231,Alcohol dependence with withdrawal delirium,ALCOHOL
Substance Use,Alcohol,F10232,Alcohol dependence with withdrawal with perceptual disturbance,ALCOHOL
Substance Use,Alcohol,F10239,"Alcohol dependence with withdrawal, unspecified",ALCOHOL
Substance Use,Alcohol,F1024,Alcohol dependence with alcohol-induced mood disorder,ALCOHOL
Substance Use,Alcohol,F10250,Alcohol dependence with alcohol-induced psychotic disorder with delusions,ALCOHOL
Substance Use,Alcohol,F10251,Alcohol dependence with alcohol-induced psychotic disorder with hallucinations,ALCOHOL
Substance Use,Alcohol,F10259,"Alcohol dependence with alcohol-induced psychotic disorder, unspecified",ALCOHOL
Substance Use,Alcohol,F1026,Alcohol dependence with alcohol-induced persisting amnestic disorder,ALCOHOL
Substance Use,Alcohol,F1027,Alcohol dependence with alcohol-induced persisting dementia,ALCOHOL
Substance Use,Alcohol,F10280,Alcohol dependence with alcohol-induced anxiety disorder,ALCOHOL
Substance Use,Alcohol,F10281,Alcohol dependence with alcohol-induced sexual dysfunction,ALCOHOL
Substance Use,Alcohol,F10282,Alcohol dependence with alcohol-induced sleep disorder,ALCOHOL
Substance Use,Alcohol,F10288,Alcohol dependence with other alcohol-induced disorder,ALCOHOL
Substance Use,Alcohol,F1029,Alcohol dependence with unspecified alcohol-induced disorder,ALCOHOL
Substance Use,Alcohol,F10920,"Alcohol use, unspecified with intoxication, uncomplicated",ALCOHOL
Substance Use,Alcohol,F10921,"Alcohol use, unspecified with intoxication delirium",ALCOHOL
Substance Use,Alcohol,F10929,"Alcohol use, unspecified with intoxication, unspecified",ALCOHOL
Substance Use,Alcohol,F10930,"Alcohol use, unspecified with withdrawal, uncomplicated",ALCOHOL
Substance Use,Alcohol,F10931,"Alcohol use, unspecified with withdrawal delirium",ALCOHOL
Substance Use,Alcohol,F10932,"Alcohol use, unspecified with withdrawal with perceptual disturbance",ALCOHOL
Substance Use,Alcohol,F10939,"Alcohol use, unspecified with withdrawal, unspecified",ALCOHOL
Substance Use,Alcohol,F1094,"Alcohol use, unspecified with alcohol-induced mood disorder",ALCOHOL
Substance Use,Alcohol,F10950,"Alcohol use, unspecified with alcohol-induced psychotic disorder with delusions",ALCOHOL
Substance Use,Alcohol,F10951,"Alcohol use, unspecified with alcohol-induced psychotic disorder with hallucinations",ALCOHOL
Substance Use,Alcohol,F10959,"Alcohol use, unspecified with alcohol-induced psychotic disorder, unspecified",ALCOHOL
Substance Use,Alcohol,F1096,"Alcohol use, unspecified with alcohol-induced persisting amnestic disorder",ALCOHOL
Substance Use,Alcohol,F1097,"Alcohol use, unspecified with alcohol-induced persisting dementia",ALCOHOL
Substance Use,Alcohol,F10980,"Alcohol use, unspecified with alcohol-induced anxiety disorder",ALCOHOL
Substance Use,Alcohol,F10981,"Alcohol use, unspecified with alcohol-induced sexual dysfunction",ALCOHOL
Substance Use,Alcohol,F10982,"Alcohol use, unspecified with alcohol-induced sleep disorder",ALCOHOL
Substance Use,Alcohol,F10988,"Alcohol use, unspecified with other alcohol-induced disorder",ALCOHOL
Substance Use,Alcohol,F1099,"Alcohol use, unspecified with unspecified alcohol-induced disorder",ALCOHOL
Substance Use,Alcohol,G621,Alcoholic polyneuropathy,ALCOHOL
Substance Use,Alcohol,HZ2ZZZZ,,ALCOHOL
Substance Use,Alcohol,HZ30ZZZ,,ALCOHOL
Substance Use,Alcohol,HZ31ZZZ,,ALCOHOL
Substance Use,Alcohol,HZ32ZZZ,,ALCOHOL
Substance Use,Alcohol,HZ33ZZZ,,ALCOHOL
Substance Use,Alcohol,HZ34ZZZ,,ALCOHOL
Substance Use,Alcohol,HZ35ZZZ,,ALCOHOL
Substance Use,Alcohol,HZ36ZZZ,,ALCOHOL
Substance Use,Alcohol,HZ37ZZZ,,ALCOHOL
Substance Use,Alcohol,HZ38ZZZ,,ALCOHOL
Substance Use,Alcohol,HZ39ZZZ,,ALCOHOL
Substance Use,Alcohol,HZ3BZZZ,,ALCOHOL
Substance Use,Alcohol,HZ40ZZZ,,ALCOHOL
Substance Use,Alcohol,HZ93ZZZ,,ALCOHOL
Substance Use,Alcohol,HZ96ZZZ,,ALCOHOL
Substance Use,Alcohol,I426,Alcoholic cardiomyopathy,ALCOHOL
Substance Use,Alcohol,K2920,Alcoholic gastritis without bleeding,ALCOHOL
Substance Use,Alcohol,K2921,Alcoholic gastritis with bleeding,ALCOHOL
Substance Use,Alcohol,K700,Alcoholic fatty liver,ALCOHOL
Substance Use,Alcohol,K7010,Alcoholic hepatitis without ascites,ALCOHOL
Substance Use,Alcohol,K7011,Alcoholic hepatitis with ascites,ALCOHOL
Substance Use,Alcohol,K702,Alcoholic fibrosis and sclerosis of liver,ALCOHOL
Substance Use,Alcohol,K7030,Alcoholic cirrhosis of liver without ascites,ALCOHOL
Substance Use,Alcohol,K7031,Alcoholic cirrhosis of liver with ascites,ALCOHOL
Substance Use,Alcohol,K7040,Alcoholic hepatic failure without coma,ALCOHOL
Substance Use,Alcohol,K7041,Alcoholic hepatic failure with coma,ALCOHOL
Substance Use,Alcohol,K709,"Alcoholic liver disease, unspecified",ALCOHOL
Substance Use,Alcohol,P043,Newborn affected by maternal use of alcohol,ALCOHOL
Substance Use,Alcohol,Q860,Fetal alcohol syndrome (dysmorphic),ALCOHOL
Substance Use,Alcohol,T510X1A,"Toxic effect of ethanol, accidental (unintentional), initial encounter",ALCOHOL
Substance Use,Alcohol,T510X2A,"Toxic effect of ethanol, intentional self-harm, initial encounter",ALCOHOL
Substance Use,Alcohol,T510X3A,"Toxic effect of ethanol, assault, initial encounter",ALCOHOL
Substance Use,Alcohol,T510X4A,"Toxic effect of ethanol, undetermined, initial encounter",ALCOHOL
Substance Use,Alcohol,Z7141,Alcohol abuse counseling and surveillance of alcoholic,ALCOHOL
Substance Use,Alcohol,Z7142,Counseling for family member of alcoholic,ALCOHOL
Substance Use,Cocaine,F1410,"Cocaine abuse, uncomplicated",COCAINE
Substance Use,Cocaine,F14120,"Cocaine abuse with intoxication, uncomplicated",COCAINE
Substance Use,Cocaine,F14121,Cocaine abuse with intoxication with delirium,COCAINE
Substance Use,Cocaine,F14122,Cocaine abuse with intoxication with perceptual disturbance,COCAINE
Substance Use,Cocaine,F14129,"Cocaine abuse with intoxication, unspecified",COCAINE
Substance Use,Cocaine,F1413,"Cocaine abuse, unspecified with withdrawal",COCAINE
Substance Use,Cocaine,F1414,Cocaine abuse with cocaine-induced mood disorder,COCAINE
Substance Use,Cocaine,F14150,Cocaine abuse with cocaine-induced psychotic disorder with delusions,COCAINE
Substance Use,Cocaine,F14151,Cocaine abuse with cocaine-induced psychotic disorder with hallucinations,COCAINE
Substance Use,Cocaine,F14159,"Cocaine abuse with cocaine-induced psychotic disorder, unspecified",COCAINE
Substance Use,Cocaine,F14180,Cocaine abuse with cocaine-induced anxiety disorder,COCAINE
Substance Use,Cocaine,F14181,Cocaine abuse with cocaine-induced sexual dysfunction,COCAINE
Substance Use,Cocaine,F14182,Cocaine abuse with cocaine-induced sleep disorder,COCAINE
Substance Use,Cocaine,F14188,Cocaine abuse with other cocaine-induced disorder,COCAINE
Substance Use,Cocaine,F1419,Cocaine abuse with unspecified cocaine-induced disorder,COCAINE
Substance Use,Cocaine,F1420,"Cocaine dependence, uncomplicated",COCAINE
Substance Use,Cocaine,F14220,"Cocaine dependence with intoxication, uncomplicated",COCAINE
Substance Use,Cocaine,F14221,Cocaine dependence with intoxication delirium,COCAINE
Substance Use,Cocaine,F14222,Cocaine dependence with intoxication with perceptual disturbance,COCAINE
Substance Use,Cocaine,F14229,"Cocaine dependence with intoxication, unspecified",COCAINE
Substance Use,Cocaine,F1423,Cocaine dependence with withdrawal,COCAINE
Substance Use,Cocaine,F1424,Cocaine dependence with cocaine-induced mood disorder,COCAINE
Substance Use,Cocaine,F14250,Cocaine dependence with cocaine-induced psychotic disorder with delusions,COCAINE
Substance Use,Cocaine,F14251,Cocaine dependence with cocaine-induced psychotic disorder with hallucinations,COCAINE
Substance Use,Cocaine,F14259,"Cocaine dependence with cocaine-induced psychotic disorder, unspecified",COCAINE
Substance Use,Cocaine,F14280,Cocaine dependence with cocaine-induced anxiety disorder,COCAINE
Substance Use,Cocaine,F14281,Cocaine dependence with cocaine-induced sexual dysfunction,COCAINE
Substance Use,Cocaine,F14282,Cocaine dependence with cocaine-induced sleep disorder,COCAINE
Substance Use,Cocaine,F14288,Cocaine dependence with other cocaine-induced disorder,COCAINE
Substance Use,Cocaine,F1429,Cocaine dependence with unspecified cocaine-induced disorder,COCAINE
Substance Use,Cocaine,F1490,"Cocaine use, unspecified, uncomplicated",COCAINE
Substance Use,Cocaine,F14920,"Cocaine use, unspecified with intoxication, uncomplicated",COCAINE
Substance Use,Cocaine,F14921,"Cocaine use, unspecified with intoxication delirium",COCAINE
Substance Use,Cocaine,F14922,"Cocaine use, unspecified with intoxication with perceptual disturbance",COCAINE
Substance Use,Cocaine,F14929,"Cocaine use, unspecified with intoxication, unspecified",COCAINE
Substance Use,Cocaine,F1493,"Cocaine use, unspecified with withdrawal",COCAINE
Substance Use,Cocaine,F1494,"Cocaine use, unspecified with cocaine-induced mood disorder",COCAINE
Substance Use,Cocaine,F14950,"Cocaine use, unspecified with cocaine-induced psychotic disorder with delusions",COCAINE
Substance Use,Cocaine,F14951,"Cocaine use, unspecified with cocaine-induced psychotic disorder with hallucinations",COCAINE
Substance Use,Cocaine,F14959,"Cocaine use, unspecified with cocaine-induced psychotic disorder, unspecified",COCAINE
Substance Use,Cocaine,F14980,"Cocaine use, unspecified with cocaine-induced anxiety disorder",COCAINE
Substance Use,Cocaine,F14981,"Cocaine use, unspecified with cocaine-induced sexual dysfunction",COCAINE
Substance Use,Cocaine,F14982,"Cocaine use, unspecified with cocaine-induced sleep disorder",COCAINE
Substance Use,Cocaine,F14988,"Cocaine use, unspecified with other cocaine-induced disorder",COCAINE
Substance Use,Cocaine,F1499,"Cocaine use, unspecified with unspecified cocaine-induced disorder",COCAINE
Substance Use,Opioid,F1110,"Opioid abuse, uncomplicated",OPIOID
Substance Use,Opioid,F11120,"Opioid abuse with intoxication, uncomplicated",OPIOID
Substance Use,Opioid,F11121,Opioid abuse with intoxication delirium,OPIOID
Substance Use,Opioid,F11122,Opioid abuse with intoxication with perceptual disturbance,OPIOID
Substance Use,Opioid,F11129,"Opioid abuse with intoxication, unspecified",OPIOID
Substance Use,Opioid,F1113,Opioid abuse with withdrawal,OPIOID
Substance Use,Opioid,F1114,Opioid abuse with opioid-induced mood disorder,OPIOID
Substance Use,Opioid,F11150,Opioid abuse with opioid-induced psychotic disorder with delusions,OPIOID
Substance Use,Opioid,F11151,Opioid abuse with opioid-induced psychotic disorder with hallucinations,OPIOID
Substance Use,Opioid,F11159,"Opioid abuse with opioid-induced psychotic disorder, unspecified",OPIOID
Substance Use,Opioid,F11181,Opioid abuse with opioid-induced sexual dysfunction,OPIOID
Substance Use,Opioid,F11182,Opioid abuse with opioid-induced sleep disorder,OPIOID
Substance Use,Opioid,F11188,Opioid abuse with other opioid-induced disorder,OPIOID
Substance Use,Opioid,F1119,Opioid abuse with unspecified opioid-induced disorder,OPIOID
Substance Use,Opioid,F1120,"Opioid dependence, uncomplicated",OPIOID
Substance Use,Opioid,F11220,"Opioid dependence with intoxication, uncomplicated",OPIOID
Substance Use,Opioid,F11221,Opioid dependence with intoxication delirium,OPIOID
Substance Use,Opioid,F11222,Opioid dependence with intoxication with perceptual disturbance,OPIOID
Substance Use,Opioid,F11229,"Opioid dependence with intoxication, unspecified",OPIOID
Substance Use,Opioid,F1123,Opioid dependence with withdrawal,OPIOID
Substance Use,Opioid,F1124,Opioid dependence with opioid-induced mood disorder,OPIOID
Substance Use,Opioid,F11250,Opioid dependence with opioid-induced psychotic disorder with delusions,OPIOID
Substance Use,Opioid,F11251,Opioid dependence with opioid-induced psychotic disorder with hallucinations,OPIOID
Substance Use,Opioid,F11259,"Opioid dependence with opioid-induced psychotic disorder, unspecified",OPIOID
Substance Use,Opioid,F11281,Opioid dependence with opioid-induced sexual dysfunction,OPIOID
Substance Use,Opioid,F11282,Opioid dependence with opioid-induced sleep disorder,OPIOID
Substance Use,Opioid,F11288,Opioid dependence with other opioid-induced disorder,OPIOID
Substance Use,Opioid,F1129,Opioid dependence with unspecified opioid-induced disorder,OPIOID
Substance Use,Opioid,F1190,"Opioid use, unspecified, uncomplicated",OPIOID
Substance Use,Opioid,F11920,"Opioid use, unspecified with intoxication, uncomplicated",OPIOID
Substance Use,Opioid,F11921,"Opioid use, unspecified with intoxication delirium",OPIOID
Substance Use,Opioid,F11922,"Opioid use, unspecified with intoxication with perceptual disturbance",OPIOID
Substance Use,Opioid,F11929,"Opioid use, unspecified with intoxication, unspecified",OPIOID
Substance Use,Opioid,F1193,"Opioid use, unspecified with withdrawal",OPIOID
Substance Use,Opioid,F1194,"Opioid use, unspecified with opioid-induced mood disorder",OPIOID
Substance Use,Opioid,F11950,"Opioid use, unspecified with opioid-induced psychotic disorder with delusions",OPIOID
Substance Use,Opioid,F11951,"Opioid use, unspecified with opioid-induced psychotic disorder with hallucinations",OPIOID
Substance Use,Opioid,F11959,"Opioid use, unspecified with opioid-induced psychotic disorder, unspecified",OPIOID
Substance Use,Opioid,F11981,"Opioid use, unspecified with opioid-induced sexual dysfunction",OPIOID
Substance Use,Opioid,F11982,"Opioid use, unspecified with opioid-induced sleep disorder",OPIOID
Substance Use,Opioid,F11988,"Opioid use, unspecified with other opioid-induced disorder",OPIOID
Substance Use,Opioid,F1199,"Opioid use, unspecified with unspecified opioid-induced disorder",OPIOID
Substance Use,Tobacco,F17200,"Nicotine dependence, unspecified, uncomplicated",TOBACCO
Substance Use,Tobacco,F17201,"Nicotine dependence, unspecified, in remission",TOBACCO
Substance Use,Tobacco,F17203,"Nicotine dependence unspecified, with withdrawal",TOBACCO
Substance Use,Tobacco,F17208,"Nicotine dependence, unspecified, with other nicotine-induced disorders",TOBACCO
Substance Use,Tobacco,F17209,"Nicotine dependence, unspecified, with unspecified nicotine-induced disorders",TOBACCO
Substance Use,Tobacco,F17210,"Nicotine dependence, cigarettes, uncomplicated",TOBACCO
Substance Use,Tobacco,F17211,"Nicotine dependence, cigarettes, in remission",TOBACCO
Substance Use,Tobacco,F17213,"Nicotine dependence, cigarettes, with withdrawal",TOBACCO
Substance Use,Tobacco,F17218,"Nicotine dependence, cigarettes, with other nicotine-induced disorders",TOBACCO
Substance Use,Tobacco,F17219,"Nicotine dependence, cigarettes, with unspecified nicotine-induced disorders",TOBACCO
Substance Use,Tobacco,F17220,"Nicotine dependence, chewing tobacco, uncomplicated",TOBACCO
Substance Use,Tobacco,F17221,"Nicotine dependence, chewing tobacco, in remission",TOBACCO
Substance Use,Tobacco,F17223,"Nicotine dependence, chewing tobacco, with withdrawal",TOBACCO
Substance Use,Tobacco,F17228,"Nicotine dependence, chewing tobacco, with other nicotine-induced disorders",TOBACCO
Substance Use,Tobacco,F17229,"Nicotine dependence, chewing tobacco, with unspecified nicotine-induced disorders",TOBACCO
Substance Use,Tobacco,F17290,"Nicotine dependence, other tobacco product, uncomplicated",TOBACCO
