"icd_10_pcs","description"
"0TW50DZ","Revision of Intraluminal Device in Kidney, Open Approach"
"0TW50JZ","Revision of Synthetic Substitute in Kidney, Open Approach"
"0TW50KZ","Revision of Nonautologous Tissue Substitute in Kidney, Open Approach"
"0TW50YZ","Revision of Other Device in Kidney, Open Approach"
"0TW530Z","Revision of Drainage Device in Kidney, Percutaneous Approach"
"0TW532Z","Revision of Monitoring Device in Kidney, Percutaneous Approach"
"0TW533Z","Revision of Infusion Device in Kidney, Percutaneous Approach"
"0TW537Z","Revision of Autologous Tissue Substitute in Kidney, Percutaneous Approach"
"0TW53CZ","Revision of Extraluminal Device in Kidney, Percutaneous Approach"
"0TW53DZ","Revision of Intraluminal Device in Kidney, Percutaneous Approach"
"0TW53JZ","Revision of Synthetic Substitute in Kidney, Percutaneous Approach"
"0TW53KZ","Revision of Nonautologous Tissue Substitute in Kidney, Percutaneous Approach"
"0TW540Z","Revision of Drainage Device in Kidney, Percutaneous Endoscopic Approach"
"0TW542Z","Revision of Monitoring Device in Kidney, Percutaneous Endoscopic Approach"
"0TW543Z","Revision of Infusion Device in Kidney, Percutaneous Endoscopic Approach"
"0TW547Z","Revision of Autologous Tissue Substitute in Kidney, Percutaneous Endoscopic Approach"
"0TW54CZ","Revision of Extraluminal Device in Kidney, Percutaneous Endoscopic Approach"
"0TW54DZ","Revision of Intraluminal Device in Kidney, Percutaneous Endoscopic Approach"
"0TW54JZ","Revision of Synthetic Substitute in Kidney, Percutaneous Endoscopic Approach"
"0TW54KZ","Revision of Nonautologous Tissue Substitute in Kidney, Percutaneous Endoscopic Approach"
"0TW570Z","Revision of Drainage Device in Kidney, Via Natural or Artificial Opening"
"0TW572Z","Revision of Monitoring Device in Kidney, Via Natural or Artificial Opening"
"0TW573Z","Revision of Infusion Device in Kidney, Via Natural or Artificial Opening"
"0TW577Z","Revision of Autologous Tissue Substitute in Kidney, Via Natural or Artificial Opening"
"0TW57CZ","Revision of Extraluminal Device in Kidney, Via Natural or Artificial Opening"
"0TW57DZ","Revision of Intraluminal Device in Kidney, Via Natural or Artificial Opening"
"0TW57JZ","Revision of Synthetic Substitute in Kidney, Via Natural or Artificial Opening"
"0TW57KZ","Revision of Nonautologous Tissue Substitute in Kidney, Via Natural or Artificial Opening"
"0TW580Z","Revision of Drainage Device in Kidney, Via Natural or Artificial Opening Endoscopic"
"0TW582Z","Revision of Monitoring Device in Kidney, Via Natural or Artificial Opening Endoscopic"
"0TW583Z","Revision of Infusion Device in Kidney, Via Natural or Artificial Opening Endoscopic"
"0TW587Z","Revision of Autologous Tissue Substitute in Kidney, Via Natural or Artificial Opening Endoscopic"
"0TW58CZ","Revision of Extraluminal Device in Kidney, Via Natural or Artificial Opening Endoscopic"
"0TW58DZ","Revision of Intraluminal Device in Kidney, Via Natural or Artificial Opening Endoscopic"
"0TW58JZ","Revision of Synthetic Substitute in Kidney, Via Natural or Artificial Opening Endoscopic"
"0TW58KZ","Revision of Nonautologous Tissue Substitute in Kidney, Via Natural or Artificial Opening Endoscopic"
"0TW58YZ","Revision of Other Device in Kidney, Via Natural or Artificial Opening Endoscopic"
"0TW900Z","Revision of Drainage Device in Ureter, Open Approach"
"0TW902Z","Revision of Monitoring Device in Ureter, Open Approach"
"0TW903Z","Revision of Infusion Device in Ureter, Open Approach"
"0TW907Z","Revision of Autologous Tissue Substitute in Ureter, Open Approach"
"0TW90CZ","Revision of Extraluminal Device in Ureter, Open Approach"
"0TW90DZ","Revision of Intraluminal Device in Ureter, Open Approach"
"0TW90JZ","Revision of Synthetic Substitute in Ureter, Open Approach"
"0TW90KZ","Revision of Nonautologous Tissue Substitute in Ureter, Open Approach"
"0TW90MZ","Revision of Stimulator Lead in Ureter, Open Approach"
"0TW90YZ","Revision of Other Device in Ureter, Open Approach"
"0TW930Z","Revision of Drainage Device in Ureter, Percutaneous Approach"
"0TW932Z","Revision of Monitoring Device in Ureter, Percutaneous Approach"
"0TW933Z","Revision of Infusion Device in Ureter, Percutaneous Approach"
"0TW937Z","Revision of Autologous Tissue Substitute in Ureter, Percutaneous Approach"
"0TW93CZ","Revision of Extraluminal Device in Ureter, Percutaneous Approach"
"0TW93DZ","Revision of Intraluminal Device in Ureter, Percutaneous Approach"
"0TW93JZ","Revision of Synthetic Substitute in Ureter, Percutaneous Approach"
"0TW93KZ","Revision of Nonautologous Tissue Substitute in Ureter, Percutaneous Approach"
"0TW93MZ","Revision of Stimulator Lead in Ureter, Percutaneous Approach"
"0TW940Z","Revision of Drainage Device in Ureter, Percutaneous Endoscopic Approach"
"0TW942Z","Revision of Monitoring Device in Ureter, Percutaneous Endoscopic Approach"
"0TW943Z","Revision of Infusion Device in Ureter, Percutaneous Endoscopic Approach"
"0TW947Z","Revision of Autologous Tissue Substitute in Ureter, Percutaneous Endoscopic Approach"
"0TW94CZ","Revision of Extraluminal Device in Ureter, Percutaneous Endoscopic Approach"
"0TW94DZ","Revision of Intraluminal Device in Ureter, Percutaneous Endoscopic Approach"
"0TW94JZ","Revision of Synthetic Substitute in Ureter, Percutaneous Endoscopic Approach"
"0TW94KZ","Revision of Nonautologous Tissue Substitute in Ureter, Percutaneous Endoscopic Approach"
"0TW94MZ","Revision of Stimulator Lead in Ureter, Percutaneous Endoscopic Approach"
"0TW970Z","Revision of Drainage Device in Ureter, Via Natural or Artificial Opening"
"0TW972Z","Revision of Monitoring Device in Ureter, Via Natural or Artificial Opening"
"0TW973Z","Revision of Infusion Device in Ureter, Via Natural or Artificial Opening"
"0TW977Z","Revision of Autologous Tissue Substitute in Ureter, Via Natural or Artificial Opening"
"0TW97CZ","Revision of Extraluminal Device in Ureter, Via Natural or Artificial Opening"
"0TW97DZ","Revision of Intraluminal Device in Ureter, Via Natural or Artificial Opening"
"0TW97JZ","Revision of Synthetic Substitute in Ureter, Via Natural or Artificial Opening"
"0TW97KZ","Revision of Nonautologous Tissue Substitute in Ureter, Via Natural or Artificial Opening"
"0TW97MZ","Revision of Stimulator Lead in Ureter, Via Natural or Artificial Opening"
"0TW980Z","Revision of Drainage Device in Ureter, Via Natural or Artificial Opening Endoscopic"
"0TW982Z","Revision of Monitoring Device in Ureter, Via Natural or Artificial Opening Endoscopic"
"0TW983Z","Revision of Infusion Device in Ureter, Via Natural or Artificial Opening Endoscopic"
"0TW987Z","Revision of Autologous Tissue Substitute in Ureter, Via Natural or Artificial Opening Endoscopic"
"0TW98CZ","Revision of Extraluminal Device in Ureter, Via Natural or Artificial Opening Endoscopic"
"0TW98DZ","Revision of Intraluminal Device in Ureter, Via Natural or Artificial Opening Endoscopic"
"0TW98JZ","Revision of Synthetic Substitute in Ureter, Via Natural or Artificial Opening Endoscopic"
"0TW98KZ","Revision of Nonautologous Tissue Substitute in Ureter, Via Natural or Artificial Opening Endoscopic"
"0TW98MZ","Revision of Stimulator Lead in Ureter, Via Natural or Artificial Opening Endoscopic"
"0TW98YZ","Revision of Other Device in Ureter, Via Natural or Artificial Opening Endoscopic"
"0TWB00Z","Revision of Drainage Device in Bladder, Open Approach"
"0TWB02Z","Revision of Monitoring Device in Bladder, Open Approach"
"0TWB03Z","Revision of Infusion Device in Bladder, Open Approach"
"0TWB07Z","Revision of Autologous Tissue Substitute in Bladder, Open Approach"
"0TWB0CZ","Revision of Extraluminal Device in Bladder, Open Approach"
"0TWB0DZ","Revision of Intraluminal Device in Bladder, Open Approach"
"0TWB0JZ","Revision of Synthetic Substitute in Bladder, Open Approach"
"0TWB0KZ","Revision of Nonautologous Tissue Substitute in Bladder, Open Approach"
"0TWB0LZ","Revision of Artificial Sphincter in Bladder, Open Approach"
"0TWB0MZ","Revision of Stimulator Lead in Bladder, Open Approach"
"0TWB0YZ","Revision of Other Device in Bladder, Open Approach"
"0TWB30Z","Revision of Drainage Device in Bladder, Percutaneous Approach"
"0TWB32Z","Revision of Monitoring Device in Bladder, Percutaneous Approach"
"0TWB33Z","Revision of Infusion Device in Bladder, Percutaneous Approach"
"0TWB37Z","Revision of Autologous Tissue Substitute in Bladder, Percutaneous Approach"
"0TWB3CZ","Revision of Extraluminal Device in Bladder, Percutaneous Approach"
"0TWB3DZ","Revision of Intraluminal Device in Bladder, Percutaneous Approach"
"0TWB3JZ","Revision of Synthetic Substitute in Bladder, Percutaneous Approach"
"0TWB3KZ","Revision of Nonautologous Tissue Substitute in Bladder, Percutaneous Approach"
"0TWB3LZ","Revision of Artificial Sphincter in Bladder, Percutaneous Approach"
"0TWB3MZ","Revision of Stimulator Lead in Bladder, Percutaneous Approach"
"0TWB40Z","Revision of Drainage Device in Bladder, Percutaneous Endoscopic Approach"
"0TWB42Z","Revision of Monitoring Device in Bladder, Percutaneous Endoscopic Approach"
"0TWB43Z","Revision of Infusion Device in Bladder, Percutaneous Endoscopic Approach"
"0TWB47Z","Revision of Autologous Tissue Substitute in Bladder, Percutaneous Endoscopic Approach"
"0TWB4CZ","Revision of Extraluminal Device in Bladder, Percutaneous Endoscopic Approach"
"0TWB4DZ","Revision of Intraluminal Device in Bladder, Percutaneous Endoscopic Approach"
"0TWB4JZ","Revision of Synthetic Substitute in Bladder, Percutaneous Endoscopic Approach"
"0TWB4KZ","Revision of Nonautologous Tissue Substitute in Bladder, Percutaneous Endoscopic Approach"
"0TWB4LZ","Revision of Artificial Sphincter in Bladder, Percutaneous Endoscopic Approach"
"0TWB4MZ","Revision of Stimulator Lead in Bladder, Percutaneous Endoscopic Approach"
"0TWB70Z","Revision of Drainage Device in Bladder, Via Natural or Artificial Opening"
"0TWB72Z","Revision of Monitoring Device in Bladder, Via Natural or Artificial Opening"
"0TWB73Z","Revision of Infusion Device in Bladder, Via Natural or Artificial Opening"
"0TWB77Z","Revision of Autologous Tissue Substitute in Bladder, Via Natural or Artificial Opening"
"0TWB7CZ","Revision of Extraluminal Device in Bladder, Via Natural or Artificial Opening"
"0TWB7DZ","Revision of Intraluminal Device in Bladder, Via Natural or Artificial Opening"
"0TWB7JZ","Revision of Synthetic Substitute in Bladder, Via Natural or Artificial Opening"
"0TWB7KZ","Revision of Nonautologous Tissue Substitute in Bladder, Via Natural or Artificial Opening"
"0TWB7LZ","Revision of Artificial Sphincter in Bladder, Via Natural or Artificial Opening"
"0TWB7MZ","Revision of Stimulator Lead in Bladder, Via Natural or Artificial Opening"
"0TWB80Z","Revision of Drainage Device in Bladder, Via Natural or Artificial Opening Endoscopic"
"0TWB82Z","Revision of Monitoring Device in Bladder, Via Natural or Artificial Opening Endoscopic"
"0TWB83Z","Revision of Infusion Device in Bladder, Via Natural or Artificial Opening Endoscopic"
"0TWB87Z","Revision of Autologous Tissue Substitute in Bladder, Via Natural or Artificial Opening Endoscopic"
"0TWB8CZ","Revision of Extraluminal Device in Bladder, Via Natural or Artificial Opening Endoscopic"
"0TWB8DZ","Revision of Intraluminal Device in Bladder, Via Natural or Artificial Opening Endoscopic"
"0TWB8JZ","Revision of Synthetic Substitute in Bladder, Via Natural or Artificial Opening Endoscopic"
"0TWB8KZ","Revision of Nonautologous Tissue Substitute in Bladder, Via Natural or Artificial Opening Endoscopic"
"0TWB8LZ","Revision of Artificial Sphincter in Bladder, Via Natural or Artificial Opening Endoscopic"
"0TWB8MZ","Revision of Stimulator Lead in Bladder, Via Natural or Artificial Opening Endoscopic"
"0TWB8YZ","Revision of Other Device in Bladder, Via Natural or Artificial Opening Endoscopic"
"0TWD0YZ","Revision of Other Device in Urethra, Open Approach"
"0W3D0ZZ","Control Bleeding in Pericardial Cavity, Open Approach"
"0W3D3ZZ","Control Bleeding in Pericardial Cavity, Percutaneous Approach"
"0W3D4ZZ","Control Bleeding in Pericardial Cavity, Percutaneous Endoscopic Approach"
"0W3R0ZZ","Control Bleeding in Genitourinary Tract, Open Approach"
"0W3R3ZZ","Control Bleeding in Genitourinary Tract, Percutaneous Approach"
"0W3R4ZZ","Control Bleeding in Genitourinary Tract, Percutaneous Endoscopic Approach"
"0W3R7ZZ","Control Bleeding in Genitourinary Tract, Via Natural or Artificial Opening"
"0W3R8ZZ","Control Bleeding in Genitourinary Tract, Via Natural or Artificial Opening Endoscopic"
"0W9D00Z","Drainage of Pericardial Cavity with Drainage Device, Open Approach"
"0W9D0ZZ","Drainage of Pericardial Cavity, Open Approach"
"0W9D40Z","Drainage of Pericardial Cavity with Drainage Device, Percutaneous Endoscopic Approach"
"0W9D4ZZ","Drainage of Pericardial Cavity, Percutaneous Endoscopic Approach"
"0WCD0ZZ","Extirpation of Matter from Pericardial Cavity, Open Approach"
"0WCD3ZZ","Extirpation of Matter from Pericardial Cavity, Percutaneous Approach"
"0WCD4ZZ","Extirpation of Matter from Pericardial Cavity, Percutaneous Endoscopic Approach"
"0WCR0ZZ","Extirpation of Matter from Genitourinary Tract, Open Approach"
"0WCR3ZZ","Extirpation of Matter from Genitourinary Tract, Percutaneous Approach"
"0WCR4ZZ","Extirpation of Matter from Genitourinary Tract, Percutaneous Endoscopic Approach"
"0WFD0ZZ","Fragmentation in Pericardial Cavity, Open Approach"
"0WFD3ZZ","Fragmentation in Pericardial Cavity, Percutaneous Approach"
"0WFD4ZZ","Fragmentation in Pericardial Cavity, Percutaneous Endoscopic Approach"
"0WHD03Z","Insertion of Infusion Device into Pericardial Cavity, Open Approach"
"0WHD0YZ","Insertion of Other Device into Pericardial Cavity, Open Approach"
"0WHD33Z","Insertion of Infusion Device into Pericardial Cavity, Percutaneous Approach"
"0WHD3YZ","Insertion of Other Device into Pericardial Cavity, Percutaneous Approach"
"0WHD43Z","Insertion of Infusion Device into Pericardial Cavity, Percutaneous Endoscopic Approach"
"0WHD4YZ","Insertion of Other Device into Pericardial Cavity, Percutaneous Endoscopic Approach"
"0WHG33Z","Insertion of Infusion Device into Peritoneal Cavity, Percutaneous Approach"
"0WPD00Z","Removal of Drainage Device from Pericardial Cavity, Open Approach"
"0WPD01Z","Removal of Radioactive Element from Pericardial Cavity, Open Approach"
"0WPD03Z","Removal of Infusion Device from Pericardial Cavity, Open Approach"
"0WPD0YZ","Removal of Other Device from Pericardial Cavity, Open Approach"
"0WPD30Z","Removal of Drainage Device from Pericardial Cavity, Percutaneous Approach"
"0WPD31Z","Removal of Radioactive Element from Pericardial Cavity, Percutaneous Approach"
"0WPD33Z","Removal of Infusion Device from Pericardial Cavity, Percutaneous Approach"
"0WPD3YZ","Removal of Other Device from Pericardial Cavity, Percutaneous Approach"
"0WPD40Z","Removal of Drainage Device from Pericardial Cavity, Percutaneous Endoscopic Approach"
"0WPD41Z","Removal of Radioactive Element from Pericardial Cavity, Percutaneous Endoscopic Approach"
"0WPD43Z","Removal of Infusion Device from Pericardial Cavity, Percutaneous Endoscopic Approach"
"0WPD4YZ","Removal of Other Device from Pericardial Cavity, Percutaneous Endoscopic Approach"
"0WWD00Z","Revision of Drainage Device in Pericardial Cavity, Open Approach"
"0WWD03Z","Revision of Infusion Device in Pericardial Cavity, Open Approach"
"0WWD0YZ","Revision of Other Device in Pericardial Cavity, Open Approach"
"0WWD30Z","Revision of Drainage Device in Pericardial Cavity, Percutaneous Approach"
"0WWD33Z","Revision of Infusion Device in Pericardial Cavity, Percutaneous Approach"
"0WWD3YZ","Revision of Other Device in Pericardial Cavity, Percutaneous Approach"
"0WWD40Z","Revision of Drainage Device in Pericardial Cavity, Percutaneous Endoscopic Approach"
"0WWD43Z","Revision of Infusion Device in Pericardial Cavity, Percutaneous Endoscopic Approach"
"0WWD4YZ","Revision of Other Device in Pericardial Cavity, Percutaneous Endoscopic Approach"
"30233S0","Transfusion of Autologous Globulin into Peripheral Vein, Percutaneous Approach"
"30233S1","Transfusion of Nonautologous Globulin into Peripheral Vein, Percutaneous Approach"
"GZB0ZZZ","Electroconvulsive Therapy, Unilateral-Single Seizure"
"GZB1ZZZ","Electroconvulsive Therapy, Unilateral-Multiple Seizure"
"GZB2ZZZ","Electroconvulsive Therapy, Bilateral-Single Seizure"
"GZB3ZZZ","Electroconvulsive Therapy, Bilateral-Multiple Seizure"
"GZB4ZZZ","Other Electroconvulsive Therapy"
"X2C0361","Extirpation of Matter from Coronary Artery, One Artery using Orbital Atherectomy Technology, Percutaneous Approach, New Technology Group 1"
"X2C1361","Extirpation of Matter from Coronary Artery, Two Arteries using Orbital Atherectomy Technology, Percutaneous Approach, New Technology Group 1"
"X2C2361","Extirpation of Matter from Coronary Artery, Three Arteries using Orbital Atherectomy Technology, Percutaneous Approach, New Technology Group 1"
"X2C3361","Extirpation of Matter from Coronary Artery, Four or More Arteries using Orbital Atherectomy Technology, Percutaneous Approach, New Technology Group 1"
