hcpcs_code,ccs_category,ccs_category_description
G9307,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9308,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9309,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9310,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9311,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9312,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9313,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9314,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9315,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9316,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9317,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9318,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9319,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9321,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9322,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9341,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9342,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9344,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9345,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9347,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9351,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9352,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9353,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9354,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9355,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9356,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9357,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9358,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9361,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9364,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9367,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9368,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9380,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9382,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9383,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9384,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9385,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9386,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9393,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9394,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9395,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9396,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9402,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9403,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9404,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9405,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9406,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9407,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9408,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9409,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9410,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9411,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9412,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9413,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9414,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9415,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9416,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9417,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9418,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9419,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9420,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9421,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9422,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9423,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9424,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9425,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9426,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9427,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9428,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9429,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9430,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9431,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9432,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9434,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9451,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9452,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9453,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
G9454,999,HCPCS Level II codes not classified (codes starting with M1; some codes starting with G)
