hcpcs,seqnum,recid,long_description,short_description
Q4026,0010,3,"Cast supplies, hip spica (one or both legs), adult (11 years +), fiberglass",Cast sup hip spica fiberglas
Q4027,0010,3,"Cast supplies, hip spica (one or both legs), pediatric (0-10 years), plaster",Cast sup hip spica ped plstr
Q4028,0010,3,"Cast supplies, hip spica (one or both legs), pediatric (0-10 years), fiberglass",Cast sup hip spica ped fbrgl
Q4029,0010,3,"Cast supplies, long leg cast, adult (11 years +), plaster",Cast sup long leg plaster
Q4030,0010,3,"Cast supplies, long leg cast, adult (11 years +), fiberglass",Cast sup long leg fiberglass
Q4031,0010,3,"Cast supplies, long leg cast, pediatric (0-10 years), plaster",Cast sup lng leg ped plaster
Q4032,0010,3,"Cast supplies, long leg cast, pediatric (0-10 years), fiberglass",Cast sup lng leg ped fbrgls
Q4033,0010,3,"Cast supplies, long leg cylinder cast, adult (11 years +), plaster",Cast sup lng leg cylinder pl
Q4034,0010,3,"Cast supplies, long leg cylinder cast, adult (11 years +), fiberglass",Cast sup lng leg cylinder fb
Q4035,0010,3,"Cast supplies, long leg cylinder cast, pediatric (0-10 years), plaster",Cast sup lngleg cylndr ped p
Q4036,0010,3,"Cast supplies, long leg cylinder cast, pediatric (0-10 years), fiberglass",Cast sup lngleg cylndr ped f
Q4037,0010,3,"Cast supplies, short leg cast, adult (11 years +), plaster",Cast sup shrt leg plaster
Q4038,0010,3,"Cast supplies, short leg cast, adult (11 years +), fiberglass",Cast sup shrt leg fiberglass
Q4039,0010,3,"Cast supplies, short leg cast, pediatric (0-10 years), plaster",Cast sup shrt leg ped plster
Q4040,0010,3,"Cast supplies, short leg cast, pediatric (0-10 years), fiberglass",Cast sup shrt leg ped fbrgls
Q4041,0010,3,"Cast supplies, long leg splint, adult (11 years +), plaster",Cast sup lng leg splnt plstr
Q4042,0010,3,"Cast supplies, long leg splint, adult (11 years +), fiberglass",Cast sup lng leg splnt fbrgl
Q4043,0010,3,"Cast supplies, long leg splint, pediatric (0-10 years), plaster",Cast sup lng leg splnt ped p
Q4044,0010,3,"Cast supplies, long leg splint, pediatric (0-10 years), fiberglass",Cast sup lng leg splnt ped f
Q4045,0010,3,"Cast supplies, short leg splint, adult (11 years +), plaster",Cast sup sht leg splnt plstr
Q4046,0010,3,"Cast supplies, short leg splint, adult (11 years +), fiberglass",Cast sup sht leg splnt fbrgl
Q4047,0010,3,"Cast supplies, short leg splint, pediatric (0-10 years), plaster",Cast sup sht leg splnt ped p
Q4048,0010,3,"Cast supplies, short leg splint, pediatric (0-10 years), fiberglass",Cast sup sht leg splnt ped f
Q4049,0010,3,"Finger splint, static","Finger splint, static"
Q4050,0010,3,"Cast supplies, for unlisted types and materials of casts",Cast supplies unlisted
Q4051,0010,3,"Splint supplies, miscellaneous (includes thermoplastics, strapping, fasteners, padding and other supplies)",Splint supplies misc
Q4074,0010,3,"Iloprost, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, up to 20 micrograms",Iloprost non-comp unit dose
Q4081,0010,3,"Injection, epoetin alfa, 100 units (for esrd on dialysis)","Epoetin alfa, 100 units esrd"
Q4082,0010,3,"Drug or biological, not otherwise classified, part b drug competitive acquisition program (cap)",Drug/bio noc part b drug cap
Q4100,0010,3,"Skin substitute, not otherwise specified","Skin substitute, nos"
Q4101,0010,3,"Apligraf, per square centimeter",Apligraf
Q4102,0010,3,"Oasis wound matrix, per square centimeter",Oasis wound matrix
Q4103,0010,3,"Oasis burn matrix, per square centimeter",Oasis burn matrix
Q4104,0010,3,"Integra bilayer matrix wound dressing (bmwd), per square centimeter",Integra bmwd
Q4105,0010,3,"Integra dermal regeneration template (drt) or integra omnigraft dermal regeneration matrix, per square centimeter",Integra drt or omnigraft
Q4106,0010,3,"Dermagraft, per square centimeter",Dermagraft
Q4107,0010,3,"Graftjacket, per square centimeter",Graftjacket
Q4108,0010,3,"Integra matrix, per square centimeter",Integra matrix
Q4110,0010,3,"Primatrix, per square centimeter",Primatrix
Q4111,0010,3,"Gammagraft, per square centimeter",Gammagraft
Q4112,0010,3,"Cymetra, injectable, 1 cc",Cymetra injectable
Q4113,0010,3,"Graftjacket xpress, injectable, 1 cc",Graftjacket xpress
Q4114,0010,3,"Integra flowable wound matrix, injectable, 1 cc",Integra flowable wound matri
Q4115,0010,3,"Alloskin, per square centimeter",Alloskin
Q4116,0010,3,"Alloderm, per square centimeter",Alloderm
Q4117,0010,3,"Hyalomatrix, per square centimeter",Hyalomatrix
Q4118,0010,3,"Matristem micromatrix, 1 mg",Matristem micromatrix
Q4119,0010,3,"Matristem wound matrix, per square centimeter",Matristem wound matrix
Q4120,0010,3,"Matristem burn matrix, per square centimeter",Matristem burn matrix
Q4121,0010,3,"Theraskin, per square centimeter",Theraskin
Q4122,0010,3,"Dermacell, dermacell awm or dermacell awm porous, per square centimeter","Dermacell, awm, porous sq cm"
Q4123,0010,3,"Alloskin rt, per square centimeter",Alloskin
Q4124,0010,3,"Oasis ultra tri-layer wound matrix, per square centimeter",Oasis tri-layer wound matrix
Q4125,0010,3,"Arthroflex, per square centimeter",Arthroflex
Q4126,0010,3,"Memoderm, dermaspan, tranzgraft or integuply, per square centimeter",Memoderm/derma/tranz/integup
Q4127,0010,3,"Talymed, per square centimeter",Talymed
Q4128,0010,3,"Flex hd, allopatch hd, or matrix hd, per square centimeter",Flexhd/allopatchhd/matrixhd
Q4129,0010,3,"Unite biomatrix, per square centimeter",Unite biomatrix
Q4130,0010,3,"Strattice tm, per square centimeter",Strattice tm
Q4131,0010,3,"Epifix or epicord, per square centimeter",Epifix or epicord
Q4132,0010,3,"Grafix core and grafixpl core, per square centimeter","Grafix core, grafixpl core"
Q4133,0010,3,"Grafix prime, grafixpl prime, stravix and stravixpl, per square centimeter",Grafix stravix prime pl sqcm
Q4134,0010,3,"Hmatrix, per square centimeter",Hmatrix
Q4135,0010,3,"Mediskin, per square centimeter",Mediskin
Q4136,0010,3,"Ez-derm, per square centimeter",Ezderm
Q4137,0010,3,"Amnioexcel, amnioexcel plus or biodexcel, per square centimeter",Amnioexcel biodexcel 1sq cm
Q4138,0010,3,"Biodfence dryflex, per square centimeter","Biodfence dryflex, 1cm"
Q4139,0010,3,"Amniomatrix or biodmatrix, injectable, 1 cc","Amnio or biodmatrix, inj 1cc"
Q4140,0010,3,"Biodfence, per square centimeter",Biodfence 1cm
Q4141,0010,3,"Alloskin ac, per square centimeter","Alloskin ac, 1 cm"
Q4142,0010,3,"Xcm biologic tissue matrix, per square centimeter",Xcm biologic tiss matrix 1cm
Q4143,0010,3,"Repriza, per square centimeter","Repriza, 1cm"
Q4145,0010,3,"Epifix, injectable, 1 mg","Epifix, inj, 1mg"
Q4146,0010,3,"Tensix, per square centimeter","Tensix, 1cm"
Q4147,0010,3,"Architect, architect px, or architect fx, extracellular matrix, per square centimeter",Architect ecm px fx 1 sq cm
Q4148,0010,3,"Neox cord 1k, neox cord rt, or clarix cord 1k, per square centimeter",Neox neox rt or clarix cord
Q4149,0010,3,"Excellagen, 0.1 cc","Excellagen, 0.1 cc"
Q4150,0010,3,"Allowrap ds or dry, per square centimeter",Allowrap ds or dry 1 sq cm
Q4151,0010,3,"Amnioband or guardian, per square centimeter","Amnioband, guardian 1 sq cm"
Q4152,0010,3,"Dermapure, per square centimeter",Dermapure 1 square cm
Q4153,0010,3,"Dermavest and plurivest, per square centimeter","Dermavest, plurivest sq cm"
Q4154,0010,3,"Biovance, per square centimeter",Biovance 1 square cm
Q4155,0010,3,"Neoxflo or clarixflo, 1 mg",Neoxflo or clarixflo 1 mg
Q4156,0010,3,"Neox 100 or clarix 100, per square centimeter",Neox 100 or clarix 100
Q4157,0010,3,"Revitalon, per square centimeter",Revitalon 1 square cm
Q4158,0010,3,"Kerecis omega3, per square centimeter","Kerecis omega3, per sq cm"
Q4159,0010,3,"Affinity, per square centimeter",Affinity1 square cm
Q4160,0010,3,"Nushield, per square centimeter",Nushield 1 square cm
Q4161,0010,3,"Bio-connekt wound matrix, per square centimeter",Bio-connekt per square cm
Q4162,0010,3,"Woundex flow, bioskin flow, 0.5 cc","Wndex flw, bioskn flw, 0.5cc"
Q4163,0010,3,"Woundex, bioskin, per square centimeter","Woundex, bioskin, per sq cm"
Q4164,0010,3,"Helicoll, per square centimeter","Helicoll, per square cm"
Q4165,0010,3,"Keramatrix or kerasorb, per square centimeter","Keramatrix, kerasorb sq cm"
Q4166,0010,3,"Cytal, per square centimeter","Cytal, per square centimeter"
Q4167,0010,3,"Truskin, per square centimeter","Truskin, per sq centimeter"
Q4168,0010,3,"Amnioband, 1 mg","Amnioband, 1 mg"
Q4169,0010,3,"Artacent wound, per square centimeter","Artacent wound, per sq cm"
Q4170,0010,3,"Cygnus, per square centimeter","Cygnus, per sq cm"
Q4171,0010,3,"Interfyl, 1 mg","Interfyl, 1 mg"
Q4172,0010,3,"Puraply or puraply am, per square centimeter",Puraply or puraply am
Q4173,0010,3,"Palingen or palingen xplus, per square centimeter",Palingen or palingen xplus
Q4174,0010,3,"Palingen or promatrx, 0.36 mg per 0.25 cc",Palingen or promatrx
Q4175,0010,3,"Miroderm, per square centimeter",Miroderm
Q4176,0010,3,"Neopatch or therion, per square centimeter","Neopatch or therion, 1 sq cm"
Q4177,0010,3,"Floweramnioflo, 0.1 cc","Floweramnioflo, 0.1 cc"
Q4178,0010,3,"Floweramniopatch, per square centimeter","Floweramniopatch, per sq cm"
Q4179,0010,3,"Flowerderm, per square centimeter","Flowerderm, per sq cm"
Q4180,0010,3,"Revita, per square centimeter","Revita, per sq cm"
Q4181,0010,3,"Amnio wound, per square centimeter","Amnio wound, per square cm"
Q4182,0010,3,"Transcyte, per square centimeter","Transcyte, per sq centimeter"
Q4183,0010,3,"Surgigraft, per square centimeter","Surgigraft, 1 sq cm"
Q4184,0010,3,"Cellesta or cellesta duo, per square centimeter",Cellesta or duo per sq cm
Q4185,0010,3,Cellesta flowable amnion (25 mg per cc); per 0.5 cc,Cellesta flowab amnion 0.5cc
Q4186,0010,3,"Epifix, per square centimeter",Epifix 1 sq cm
Q4187,0010,3,"Epicord, per square centimeter",Epicord 1 sq cm
Q4188,0010,3,"Amnioarmor, per square centimeter",Amnioarmor 1 sq cm
Q4189,0010,3,"Artacent ac, 1 mg","Artacent ac, 1 mg"
Q4190,0010,3,"Artacent ac, per square centimeter",Artacent ac 1 sq cm
Q4191,0010,3,"Restorigin, per square centimeter",Restorigin 1 sq cm
Q4192,0010,3,"Restorigin, 1 cc","Restorigin, 1 cc"
Q4193,0010,3,"Coll-e-derm, per square centimeter",Coll-e-derm 1 sq cm
Q4194,0010,3,"Novachor, per square centimeter",Novachor 1 sq cm
Q4195,0010,3,"Puraply, per square centimeter",Puraply 1 sq cm
Q4196,0010,3,"Puraply am, per square centimeter",Puraply am 1 sq cm
Q4197,0010,3,"Puraply xt, per square centimeter",Puraply xt 1 sq cm
Q4198,0010,3,"Genesis amniotic membrane, per square centimeter",Genesis amnio membrane 1sqcm
Q4199,0010,3,"Cygnus matrix, per square centimeter","Cygnus matrix, per sq cm"
Q4200,0010,3,"Skin te, per square centimeter",Skin te 1 sq cm
Q4201,0010,3,"Matrion, per square centimeter",Matrion 1 sq cm
Q4202,0010,3,"Keroxx (2.5g/cc), 1cc","Keroxx (2.5g/cc), 1cc"
Q4203,0010,3,"Derma-gide, per square centimeter","Derma-gide, 1 sq cm"
Q4204,0010,3,"Xwrap, per square centimeter",Xwrap 1 sq cm
Q4205,0010,3,"Membrane graft or membrane wrap, per square centimeter",Membrane graft or wrap sq cm
Q4206,0010,3,"Fluid flow or fluid gf, 1 cc",Fluid flow or fluid gf 1 cc
Q4208,0010,3,"Novafix, per square cenitmeter",Novafix per sq cm
Q4209,0010,3,"Surgraft, per square centimeter",Surgraft per sq cm
Q4210,0010,3,"Axolotl graft or axolotl dualgraft, per square centimeter",Axolotl graf dualgraf sq cm
Q4211,0010,3,"Amnion bio or axobiomembrane, per square centimeter",Amnion bio or axobio sq cm
Q4212,0010,3,"Allogen, per cc","Allogen, per cc"
Q4213,0010,3,"Ascent, 0.5 mg","Ascent, 0.5 mg"
Q4214,0010,3,"Cellesta cord, per square centimeter",Cellesta cord per sq cm
Q4215,0010,3,"Axolotl ambient or axolotl cryo, 0.1 mg","Axolotl ambient, cryo 0.1 mg"
Q4216,0010,3,"Artacent cord, per square centimeter",Artacent cord per sq cm
Q4217,0010,3,"Woundfix, biowound, woundfix plus, biowound plus, woundfix xplus or biowound xplus, per square centimeter",Woundfix biowound plus xplus
Q4218,0010,3,"Surgicord, per square centimeter",Surgicord per sq cm
Q4219,0010,3,"Surgigraft-dual, per square centimeter",Surgigraft dual per sq cm
Q4220,0010,3,"Bellacell hd or surederm, per square centimeter","Bellacell hd, surederm sq cm"
Q4221,0010,3,"Amniowrap2, per square centimeter",Amniowrap2 per sq cm
Q4222,0010,3,"Progenamatrix, per square centimeter","Progenamatrix, per sq cm"
Q4226,0010,3,"Myown skin, includes harvesting and preparation procedures, per square centimeter",Myown harv prep proc sq cm
Q4227,0010,3,"Amniocore, per square centimeter",Amniocore per sq cm
Q4228,0010,3,"Bionextpatch, per square centimeter","Bionextpatch, per sq cm"
Q4229,0010,3,"Cogenex amniotic membrane, per square centimeter",Cogenex amnio memb per sq cm
