HCPCS,HCPCS_DESCRIPTION
81383,Hla ii typing 1 allele hr
81400,Mopath procedure level 1
81401,Mopath procedure level 2
81402,Mopath procedure level 3
81403,Mopath procedure level 4
81404,Mopath procedure level 5
81405,Mopath procedure level 6
81406,Mopath procedure level 7
81407,Mopath procedure level 8
81408,Mopath procedure level 9
81410,Aortic dysfunction/dilation
81411,Aortic dysfunction/dilation
81412,Ashkenazi jewish assoc dis
81413,Car ion chnnlpath inc 10 gns
81414,Car ion chnnlpath inc 2 gns
81415,Exome sequence analysis
81416,Exome sequence analysis
81417,Exome re-evaluation
81418,Rx metab gen seq alys pnl 6
81419,Epilepsy gen seq alys panel
81420,Fetal chrmoml aneuploidy
81422,Fetal chrmoml microdeltj
81425,Genome sequence analysis
81426,Genome sequence analysis
81427,Genome re-evaluation
81430,Hearing loss sequence analys
81431,Hearing loss dup/del analys
81432,Hrdtry brst ca-rlatd dsordrs
81433,Hrdtry brst ca-rlatd dsordrs
81434,Hereditary retinal disorders
81435,Hereditary colon ca dsordrs
81436,Hereditary colon ca dsordrs
81437,Heredtry nurondcrn tum dsrdr
81438,Heredtry nurondcrn tum dsrdr
81439,Hrdtry cardmypy gene panel
81440,Mitochondrial gene
81441,Ibmfs seq alys pnl 30 genes
81442,Noonan spectrum disorders
81443,Genetic tstg severe inh cond
81445,So neo gsap 5-50dna/dna&rna
81448,Hrdtry perph neurphy panel
81449,So neo gsap 5-50 rna alys
81450,Hl neo gsap 5-50dna/dna&rna
81451,Hl neo gsap 5-50 rna alys
81455,So/hl 51/>gsap dna/dna&rna
81456,So/hl 51/>gsap rna alys
81457,So neo gsap dna mcrstl ins
81458,So gsap dna cpy nmbr&mcrstl
81459,So neo gsap dna/dna&rna
81460,Whole mitochondrial genome
81462,So gsap cll fr dna/dna&rna
81463,So gsap cl fr cpy nmbr&mcrst
81464,So gsap cll fr mcrstl ins
81465,Whole mitochondrial genome
81470,X-linked intellectual dblt
81471,X-linked intellectual dblt
81479,Unlisted molecular pathology
81490,Autoimmune ra alys 12 bmrk
81493,Cor artery disease mrna
81500,Onco (ovar) two proteins
81503,Onco (ovar) five proteins
81504,Oncology tissue of origin
81506,Endo assay seven anal
81507,Fetal aneuploidy trisom risk
81508,Ftl cgen abnor two proteins
81509,Ftl cgen abnor 3 proteins
81510,Ftl cgen abnor three anal
81511,Ftl cgen abnor four anal
81512,Ftl cgen abnor five anal
81513,Nfct ds bv rna vag flu alg
81514,Nfct ds bv&vaginitis dna alg
81517,Liver ds alys 3 bmrk srm alg
81518,Onc brst mrna 11 genes
81519,Oncology breast mrna
81520,Onc breast mrna 58 genes
81521,Onc breast mrna 70 genes
81522,Onc breast mrna 12 genes
81523,Onc brst mrna 70 cnt 31 gene
81525,Oncology colon mrna
81528,Oncology colorectal scr
81529,Onc cutan mlnma mrna 31 gene
81535,Oncology gynecologic
81536,Oncology gynecologic
81538,Oncology lung
81539,Oncology prostate prob score
81540,Oncology tum unknown origin
81541,Onc prostate mrna 46 genes
81542,Onc prostate mrna 22 cnt gen
81546,"Onc thyr mrna 10,196 gen alg"
81551,Onc prostate 3 genes
81552,Onc uveal mlnma mrna 15 gene
81554,Pulm ds ipf mrna 190 gen alg
81560,Trnsplj pd lvr&bwl cd154+cll
81595,Cardiology hrt trnspl mrna
81596,Nfct ds chrnc hcv 6 assays
81599,Unlisted maaa
82009,Test for acetone/ketones
82010,Acetone assay
82013,Acetylcholinesterase assay
82016,Acylcarnitines qual
82017,Acylcarnitines quant
82024,Assay of acth
82030,Assay of adp & amp
82040,Assay of serum albumin
82042,Other source albumin quan ea
82043,Ur albumin quantitative
82044,Ur albumin semiquantitative
82045,Albumin ischemia modified
82075,Assay of breath ethanol
82077,Assay spec xcp ur&breath ia
82085,Assay of aldolase
82088,Assay of aldosterone
82103,Alpha-1-antitrypsin total
82104,Alpha-1-antitrypsin pheno
82105,Alpha-fetoprotein serum
82106,Alpha-fetoprotein amniotic
82107,Alpha-fetoprotein l3
82108,Assay of aluminum
82120,Amines vaginal fluid qual
82127,Amino acid single qual
82128,Amino acids mult qual
82131,Amino acids single quant
82135,Assay aminolevulinic acid
82136,Amino acids quant 2-5
82139,Amino acids quan 6 or more
82140,Assay of ammonia
82143,Amniotic fluid scan
82150,Assay of amylase
82154,Androstanediol glucuronide
82157,Assay of androstenedione
82160,Assay of androsterone
82163,Assay of angiotensin ii
82164,Angiotensin i enzyme test
82166,Assay anti-mullerian horm
82172,Assay of apolipoprotein
82175,Assay of arsenic
82180,Assay of ascorbic acid
82190,Atomic absorption
82232,Assay of beta-2 protein
82239,Bile acids total
82240,Bile acids cholylglycine
82247,Bilirubin total
82248,Bilirubin direct
82252,Fecal bilirubin test
82261,Assay of biotinidase
82270,Occult blood feces
82271,Occult blood other sources
82272,Occult bld feces 1-3 tests
82274,Assay test for blood fecal
82286,Assay of bradykinin
82300,Assay of cadmium
82306,Vitamin d 25 hydroxy
82308,Assay of calcitonin
82310,Assay of calcium
82330,Assay of calcium
82331,Calcium infusion test
82340,Assay of calcium in urine
82355,Calculus analysis qual
82360,Calculus assay quant
82365,Calculus spectroscopy
82370,X-ray assay calculus
82373,Assay c-d transfer measure
82374,Assay blood carbon dioxide
82375,Assay carboxyhb quant
82376,Assay carboxyhb qual
82378,Carcinoembryonic antigen
82379,Assay of carnitine
82380,Assay of carotene
82382,Assay urine catecholamines
82383,Assay blood catecholamines
82384,Assay three catecholamines
82387,Assay of cathepsin-d
82390,Assay of ceruloplasmin
82397,Chemiluminescent assay
82415,Assay of chloramphenicol
82435,Assay of blood chloride
82436,Assay of urine chloride
82438,Assay other fluid chlorides
82441,Test for chlorohydrocarbons
82465,Assay bld/serum cholesterol
82480,Assay serum cholinesterase
82482,Assay rbc cholinesterase
82485,Assay chondroitin sulfate
82495,Assay of chromium
82507,Assay of citrate
82523,Collagen crosslinks
82525,Assay of copper
82528,Assay of corticosterone
82530,Cortisol free
82533,Total cortisol
82540,Assay of creatine
82542,Col chromotography qual/quan
82550,Assay of ck (cpk)
82552,Assay of cpk in blood
82553,Creatine mb fraction
82554,Creatine isoforms
82565,Assay of creatinine
82570,Assay of urine creatinine
82575,Creatinine clearance test
82585,Assay of cryofibrinogen
82595,Assay of cryoglobulin
82600,Assay of cyanide
82607,Vitamin b-12
82608,B-12 binding capacity
82610,Cystatin c
82615,Test for urine cystines
82626,Dehydroepiandrosterone
82627,Dehydroepiandrosterone
82633,Desoxycorticosterone
82634,Deoxycortisol
82638,Assay of dibucaine number
82642,Dihydrotestosterone
82652,Vit d 1 25-dihydroxy
82653,El-1 fecal quantitative
82656,El-1 fecal qual/semiq
82657,Enzyme cell activity
82658,Enzyme cell activity ra
82664,Electrophoretic test
82668,Assay of erythropoietin
82670,Assay of total estradiol
82671,Assay of estrogens
82672,Assay of estrogen
82677,Assay of estriol
82679,Assay of estrone
82681,Assay dir meas fr estradiol
82693,Assay of ethylene glycol
82696,Assay of etiocholanolone
82705,Fats/lipids feces qual
82710,Fats/lipids feces quant
82715,Assay of fecal fat
82725,Assay of blood fatty acids
82726,Long chain fatty acids
82728,Assay of ferritin
82731,Assay of fetal fibronectin
82735,Assay of fluoride
82746,Assay of folic acid serum
82747,Assay of folic acid rbc
82757,Assay of semen fructose
82759,Assay of rbc galactokinase
82760,Assay of galactose
82775,Assay galactose transferase
82776,Galactose transferase test
82777,Galectin-3
82784,Assay iga/igd/igg/igm each
82785,Assay of ige
82787,Igg 1 2 3 or 4 each
82800,Blood ph
82803,Blood gases any combination
82805,Blood gases w/o2 saturation
82810,Blood gases o2 sat only
82820,Hemoglobin-oxygen affinity
82930,Gastric analy w/ph ea spec
82938,Gastrin test
82941,Assay of gastrin
82943,Assay of glucagon
82945,Glucose other fluid
82946,Glucagon tolerance test
82947,Assay glucose blood quant
82948,Reagent strip/blood glucose
82950,Glucose test
82951,Glucose tolerance test (gtt)
82952,Gtt-added samples
82955,Assay of g6pd enzyme
82960,Test for g6pd enzyme
82962,Glucose blood test
82963,Assay of glucosidase
82965,Assay of gdh enzyme
82977,Assay of ggt
82978,Assay of glutathione
82979,Assay rbc glutathione
82985,Assay of glycated protein
83001,Assay of gonadotropin (fsh)
83002,Assay of gonadotropin (lh)
83003,Assay growth hormone (hgh)
83006,Growth stimulation gene 2
83009,H pylori (c-13) blood
83010,Assay of haptoglobin quant
83012,Assay of haptoglobins
83013,H pylori (c-13) breath
83014,H pylori drug admin
83015,Heavy metal qual any anal
83018,Heavy metal quant each nes
83020,Hemoglobin electrophoresis
83021,Hemoglobin chromotography
83026,Hemoglobin copper sulfate
83030,Hemoglobin f fetal chemical
83033,Hemoglobin ftl f assay qual
83036,Hemoglobin glycosylated a1c
83037,Hb glycosylated a1c home dev
83045,Hgb methemoglobin qual
83050,Hgb methemoglobin quan
83051,Hemoglobin plasma
83060,Hgb sulfhemoglobin quan
83065,Hemoglobin thermolabile
83068,Hemoglobin unstable screen
83069,Hemoglobin urine
83070,Assay of hemosiderin qual
83080,Assay of b hexosaminidase ea
83088,Assay of histamine
83090,Assay of homocysteine
83150,Assay of homovanillic acid
83491,Asy hydroxycorticosteroids17
83497,Assay of 5-hiaa
83498,Asy hydroxyprogesterone 17-d
83500,Assay free hydroxyproline
83505,Assay total hydroxyproline
83516,Immunoassay nonantibody
83518,Immunoassay dipstick
83519,Ria nonantibody
83520,Immunoassay quant nos nonab
83521,Ig light chains free each
83525,Assay of insulin
83527,Assay of insulin
83528,Assay of intrinsic factor
83529,Asay of interleukin-6 (il-6)
83540,Assay of iron
83550,Iron binding test
83570,Assay of idh enzyme
83582,Assay of ketogenic steroids
83586,Assay 17- ketosteroids
83593,Fractionation ketosteroids
83605,Assay of lactic acid
83615,Lactate (ld) (ldh) enzyme
83625,Assay of ldh enzymes
83630,Lactoferrin fecal (qual)
83631,Lactoferrin fecal (quant)
83632,Placental lactogen
83633,Test urine for lactose
83655,Assay of lead
83661,L/s ratio fetal lung
83662,Foam stability fetal lung
83663,Fluoro polarize fetal lung
83664,Lamellar bdy fetal lung
83670,Assay of lap enzyme
83690,Assay of lipase
83695,Assay of lipoprotein(a)
83698,Assay lipoprotein pla2
83700,Lipopro bld electrophoretic
83701,Lipoprotein bld hr fraction
83704,Lipoprotein bld quan part
83718,Assay of lipoprotein
83719,Assay of blood lipoprotein
83721,Assay of blood lipoprotein
83722,Lipoprtn dir meas sd ldl chl
83727,Assay of lrh hormone
83735,Assay of magnesium
83775,Assay malate dehydrogenase
83785,Assay of manganese
83789,Mass spectrometry qual/quan
83825,Assay of mercury
83835,Assay of metanephrines
83857,Assay of methemalbumin
83861,Microfluid analy tears
83864,Mucopolysaccharides
83872,Assay synovial fluid mucin
83873,Assay of csf protein
83874,Assay of myoglobin
83876,Assay myeloperoxidase
83880,Assay of natriuretic peptide
83883,Assay nephelometry not spec
83885,Assay of nickel
83915,Assay of nucleotidase
83916,Oligoclonal bands
83918,Organic acids total quant
83919,Organic acids qual each
83921,Organic acid single quant
83930,Assay of blood osmolality
83935,Assay of urine osmolality
83937,Assay of osteocalcin
83945,Assay of oxalate
83950,Oncoprotein her-2/neu
83951,Oncoprotein dcp
83970,Assay of parathormone
83986,Assay ph body fluid nos
83987,Exhaled breath condensate
83992,Assay for phencyclidine
83993,Assay for calprotectin fecal
84030,Assay of blood pku
84035,Assay of phenylketones
84060,Assay acid phosphatase
84066,Assay prostate phosphatase
84075,Assay alkaline phosphatase
84078,Assay alkaline phosphatase
84080,Assay alkaline phosphatases
84081,Assay phosphatidylglycerol
84085,Assay of rbc pg6d enzyme
84087,Assay phosphohexose enzymes
84100,Assay of phosphorus
84105,Assay of urine phosphorus
84106,Test for porphobilinogen
84110,Assay of porphobilinogen
84112,Eval amniotic fluid protein
84119,Test urine for porphyrins
84120,Assay of urine porphyrins
84126,Assay of feces porphyrins
84132,Assay of serum potassium
84133,Assay of urine potassium
84134,Assay of prealbumin
84135,Assay of pregnanediol
84138,Assay of pregnanetriol
84140,Assay of pregnenolone
84143,Assay of 17-hydroxypregneno
84144,Assay of progesterone
84145,Procalcitonin (pct)
84146,Assay of prolactin
84150,Assay of prostaglandin
84152,Assay of psa complexed
84153,Assay of psa total
84154,Assay of psa free
84155,Assay of protein serum
84156,Assay of protein urine
84157,Assay of protein other
84160,Assay of protein any source
84163,Pappa serum
84165,Protein e-phoresis serum
84166,Protein e-phoresis/urine/csf
84181,Western blot test
84182,Protein western blot test
84202,Assay rbc protoporphyrin
84203,Test rbc protoporphyrin
84206,Assay of proinsulin
84207,Assay of vitamin b-6
84210,Assay of pyruvate
84220,Assay of pyruvate kinase
84228,Assay of quinine
84233,Assay of estrogen
84234,Assay of progesterone
84235,Assay of endocrine hormone
84238,Assay nonendocrine receptor
84244,Assay of renin
84252,Assay of vitamin b-2
84255,Assay of selenium
84260,Assay of serotonin
84270,Assay of sex hormone globul
84275,Assay of sialic acid
84285,Assay of silica
84295,Assay of serum sodium
84300,Assay of urine sodium
84302,Assay of sweat sodium
84305,Assay of somatomedin
84307,Assay of somatostatin
84311,Spectrophotometry
84315,Body fluid specific gravity
84375,Chromatogram assay sugars
84376,Sugars single qual
84377,Sugars multiple qual
84378,Sugars single quant
84379,Sugars multiple quant
84392,Assay of urine sulfate
84402,Assay of free testosterone
84403,Assay of total testosterone
84410,Testosterone bioavailable
84425,Assay of vitamin b-1
84430,Assay of thiocyanate
84431,Thromboxane urine
84432,Assay of thyroglobulin
84433,Asy thiopurin s-mthyltrnsfrs
84436,Assay of total thyroxine
84437,Assay of neonatal thyroxine
84439,Assay of free thyroxine
84442,Assay of thyroid activity
84443,Assay thyroid stim hormone
84445,Assay of tsi globulin
84446,Assay of vitamin e
84449,Assay of transcortin
84450,Transferase (ast) (sgot)
84460,Alanine amino (alt) (sgpt)
84466,Assay of transferrin
84478,Assay of triglycerides
84479,Assay of thyroid (t3 or t4)
84480,Assay triiodothyronine (t3)
84481,Free assay (ft-3)
84482,T3 reverse
84484,Assay of troponin quant
84485,Assay duodenal fluid trypsin
84488,Test feces for trypsin
84490,Assay of feces for trypsin
84510,Assay of tyrosine
84512,Assay of troponin qual
84520,Assay of urea nitrogen
84525,Urea nitrogen semi-quant
84540,Assay of urine/urea-n
84545,Urea-n clearance test
84550,Assay of blood/uric acid
84560,Assay of urine/uric acid
84577,Assay of feces/urobilinogen
84578,Test urine urobilinogen
84580,Assay of urine urobilinogen
84583,Assay of urine urobilinogen
84585,Assay of urine vma
84586,Assay of vip
84588,Assay of vasopressin
84590,Assay of vitamin a
84591,Assay of nos vitamin
84597,Assay of vitamin k
84600,Assay of volatiles
84620,Xylose tolerance test
84630,Assay of zinc
84681,Assay of c-peptide
84702,Chorionic gonadotropin test
84703,Chorionic gonadotropin assay
84704,Hcg free betachain test
84830,Ovulation tests
84999,Unlisted chemistry procedure
85002,Bleeding time test
85004,Automated diff wbc count
85007,Bl smear w/diff wbc count
85008,Bl smear w/o diff wbc count
85009,Manual diff wbc count b-coat
85013,Spun microhematocrit
85014,Hematocrit
85018,Hemoglobin
85025,Complete cbc w/auto diff wbc
85027,Complete cbc automated
85032,Manual cell count each
85041,Automated rbc count
85044,Manual reticulocyte count
85045,Automated reticulocyte count
85046,Reticyte/hgb concentrate
85048,Automated leukocyte count
85049,Automated platelet count
85055,Reticulated platelet assay
85060,Blood smear interpretation
85097,Bone marrow interpretation
85130,Chromogenic substrate assay
85170,Blood clot retraction
85175,Blood clot lysis time
85210,Clot factor ii prothrom spec
85220,Blooc clot factor v test
85230,Clot factor vii proconvertin
85240,Clot factor viii ahg 1 stage
85244,Clot factor viii reltd antgn
85245,Clot factor viii vw ristoctn
85246,Clot factor viii vw antigen
85247,Clot factor viii multimetric
85250,Clot factor ix ptc/chrstmas
85260,Clot factor x stuart-power
85270,Clot factor xi pta
85280,Clot factor xii hageman
85290,Clot factor xiii fibrin stab
85291,Clot factor xiii fibrin scrn
85292,Clot factor fletcher fact
85293,Clot factor wght kininogen
85300,Antithrombin iii activity
85301,Antithrombin iii antigen
85302,Clot inhibit prot c antigen
85303,Clot inhibit prot c activity
85305,Clot inhibit prot s total
85306,Clot inhibit prot s free
85307,Assay activated protein c
85335,Factor inhibitor test
85337,Thrombomodulin
85345,Coagulation time lee & white
85347,Coagulation time activated
85348,Coagulation time otr method
85360,Euglobulin lysis
85362,Fibrin degradation products
85366,Fibrinogen test
85370,Fibrinogen test
85378,Fibrin degrade semiquant
85379,Fibrin degradation quant
85380,Fibrin degradj d-dimer
85384,Fibrinogen activity
85385,Fibrinogen antigen
85390,Fibrinolysins screen i&r
85396,Clotting assay whole blood
85397,Clotting funct activity
85400,Fibrinolytic plasmin
85410,Fibrinolytic antiplasmin
85415,Fibrinolytic plasminogen
85420,Fibrinolytic plasminogen
85421,Fibrinolytic plasminogen
85441,Heinz bodies direct
85445,Heinz bodies induced
85460,Hemoglobin fetal
85461,Hemoglobin fetal
85475,Hemolysin acid
85520,Heparin assay
85525,Heparin neutralization
85530,Heparin-protamine tolerance
85536,Iron stain peripheral blood
85540,Wbc alkaline phosphatase
85547,Rbc mechanical fragility
85549,Muramidase
85555,Rbc osmotic fragility
85557,Rbc osmotic fragility
85576,Blood platelet aggregation
85597,Phospholipid pltlt neutraliz
85598,Hexagnal phosph pltlt neutrl
85610,Prothrombin time
85611,Prothrombin test
85612,Viper venom prothrombin time
85613,Russell viper venom diluted
85635,Reptilase test
85651,Rbc sed rate nonautomated
